scenario,n_old,seed,repeat,features,shrink,touch,q_touch,edges_updated,edges_total,delta_error,weight_error,symmetry_error,batch_delta_error,batch_weight_error,correctness_pass,inc_delta_ms,inc_bookkeeping_ms,inc_w_ms,inc_total_ms,batch_bookkeeping_ms,batch_delta_ms,batch_w_ms,batch_total_ms,input_payload_bytes
ring_control,2048,2,2,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.073875,0.111875,0.025167,0.210917,0.086875,14.608375,1.229625,15.924875,323588
ring_control,2048,2,3,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.075041,0.092209,0.028458,0.195708,0.121167,14.552666,1.367084,16.040917,323588
ring_control,2048,2,4,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.073167,0.113541,0.024417,0.211125,0.079209,14.266833,1.213167,15.559209,323588
ring_enemy,2048,2,0,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.08675,0.09275,6.51925,6.69875,0.103667,14.526625,1.470375,16.100667,323588
ring_enemy,2048,2,1,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.090833,0.112542,6.575542,6.778917,0.134667,14.534791,1.112834,15.782292,323588
ring_enemy,2048,2,2,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.110625,0.12925,6.646417,6.886292,0.10325,14.686666,1.168417,15.958333,323588
ring_enemy,2048,2,3,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.087583,0.090917,6.662167,6.840667,0.129917,14.98725,1.16575,16.282917,323588
ring_enemy,2048,2,4,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.086416,0.105917,6.401792,6.594125,0.117375,13.71925,1.273958,15.110583,323588
star_leaf,2048,2,0,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.079333,0.113167,0.022792,0.215292,0.080167,13.942,1.085792,15.107959,323578
star_leaf,2048,2,1,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.075334,0.092958,0.025208,0.1935,0.12925,13.873875,1.232334,15.235459,323578
star_leaf,2048,2,2,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.084625,0.12,0.022583,0.227208,0.0835,14.280833,1.11625,15.480583,323578
star_leaf,2048,2,3,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.078375,0.117083,0.031375,0.226833,0.130375,13.815042,1.255416,15.200833,323578
star_leaf,2048,2,4,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.065584,0.093875,0.018916,0.178375,0.079292,14.133083,1.147667,15.360042,323578
star_hub,2048,2,0,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.0825,0.101667,5.971583,6.15575,0.159125,13.649458,1.228083,15.036666,323578
star_hub,2048,2,1,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.07425,0.095166,5.713417,5.882833,0.131875,14.782834,1.158708,16.073417,323578
star_hub,2048,2,2,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.074125,0.113708,5.639584,5.827417,0.115292,14.623875,1.075125,15.814292,323578
star_hub,2048,2,3,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.069292,0.090416,5.762334,5.922042,0.140708,14.721084,1.090708,15.9525,323578
star_hub,2048,2,4,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.072708,0.103375,5.431542,5.607625,0.085417,14.314416,1.098125,15.497958,323578
ring_control,2048,3,0,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.070125,0.086875,0.02675,0.18375,0.120791,14.267542,1.118542,15.506875,323588
ring_control,2048,3,1,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.081,0.12575,0.028084,0.234834,0.085292,14.936083,1.124959,16.146334,323588
ring_control,2048,3,2,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.072542,0.096583,0.02925,0.198375,0.144625,14.681375,1.158291,15.984291,323588
ring_control,2048,3,3,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.075542,0.112708,0.025834,0.214084,0.07975,14.702417,1.172958,15.955125,323588
ring_control,2048,3,4,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.071625,0.086417,0.027583,0.185625,0.139417,15.079375,1.137666,16.356458,323588
ring_enemy,2048,3,0,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.090125,0.087042,6.878917,7.056084,0.12275,15.000417,1.145333,16.2685,323588
ring_enemy,2048,3,1,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.104167,0.119916,6.6035,6.827583,0.114667,13.256625,1.144417,14.515709,323588
ring_enemy,2048,3,2,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.091958,0.116292,6.452167,6.660417,0.116125,14.465375,1.192167,15.773667,323588
ring_enemy,2048,3,3,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.083166,0.095417,6.43075,6.609333,0.103792,13.683541,1.299542,15.086875,323588
ring_enemy,2048,3,4,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.085458,0.087292,6.634625,6.807375,0.129042,14.491208,1.148958,15.769208,323588
star_leaf,2048,3,0,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.078083,0.083334,0.02175,0.183167,0.105333,14.406583,1.076042,15.587958,323578
star_leaf,2048,3,1,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.074792,0.115458,0.022875,0.213125,0.080375,14.465583,1.166917,15.712875,323578
star_leaf,2048,3,2,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.078791,0.091834,0.021916,0.192541,0.141708,14.313,1.217083,15.671791,323578
star_leaf,2048,3,3,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.071541,0.113542,0.027667,0.21275,0.08475,13.345709,1.242541,14.673,323578
star_leaf,2048,3,4,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.075917,0.095458,0.027375,0.19875,0.136,13.861,1.162542,15.159542,323578
star_hub,2048,3,0,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.072125,0.09075,5.972334,6.135209,0.115542,13.59475,1.075791,14.786083,323578
star_hub,2048,3,1,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.064458,0.092125,5.671708,5.828291,0.119666,13.987417,1.172792,15.279875,323578
star_hub,2048,3,2,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.073292,0.091541,5.527292,5.692125,0.153958,13.682959,1.26625,15.103167,323578
star_hub,2048,3,3,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.067833,0.099458,5.679417,5.846708,0.127167,14.596458,1.125667,15.849292,323578
star_hub,2048,3,4,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.091958,0.102292,5.749833,5.944083,0.126208,13.549,1.270167,14.945375,323578
ring_control,2048,4,0,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.089,0.091208,0.025584,0.205792,0.0765,13.768375,1.195333,15.040208,323588
ring_control,2048,4,1,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.083958,0.104042,0.028375,0.216375,0.156709,13.70425,1.161291,15.02225,323588
ring_control,2048,4,2,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.0735,0.09875,0.025417,0.197667,0.100333,14.130709,1.324333,15.555375,323588
ring_control,2048,4,3,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.072458,0.096625,0.028958,0.198041,0.137292,14.349167,1.224875,15.711334,323588
ring_control,2048,4,4,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.07225,0.098125,0.023416,0.193791,0.077958,13.377667,1.244041,14.699666,323588
ring_enemy,2048,4,0,16,1024,1025,2050,1026,2049,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.117333,0.119292,6.566666,6.803291,0.087667,14.00875,1.181541,15.277958,323588
ring_enemy,2048,4,1,16,1024,1025,2050,1026,2049,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.091583,0.0955,6.713833,6.900916,0.123625,14.409084,1.1225,15.655209,323588
ring_enemy,2048,4,2,16,1024,1025,2050,1026,2049,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.113625,0.129333,6.235084,6.478042,0.132,13.577917,1.215333,14.92525,323588
ring_enemy,2048,4,3,16,1024,1025,2050,1026,2049,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.092791,0.090584,6.638125,6.8215,0.138292,14.575083,1.259125,15.9725,323588
ring_enemy,2048,4,4,16,1024,1025,2050,1026,2049,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.080167,0.093,6.558042,6.731209,0.091583,14.635458,1.215375,15.942416,323588
star_leaf,2048,4,0,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.071125,0.09875,0.019791,0.189666,0.077917,14.313833,1.208167,15.599917,323578
star_leaf,2048,4,1,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.074,0.094541,0.032125,0.200666,0.183375,14.154333,1.148875,15.486583,323578
star_leaf,2048,4,2,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.0755,0.096958,0.01825,0.190708,0.078292,15.091042,1.101125,16.270459,323578
star_leaf,2048,4,3,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.068666,0.092667,0.023792,0.185125,0.132625,14.111917,1.100958,15.3455,323578
star_leaf,2048,4,4,16,0,2,3,2,2048,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.080208,0.108417,0.0215,0.210125,0.079166,14.373875,1.1885,15.641541,323578
star_hub,2048,4,0,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.090459,0.101,5.460125,5.651584,0.089583,15.651584,1.08975,16.830917,323578
star_hub,2048,4,1,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.0735,0.097792,5.681708,5.853,0.136625,13.716167,1.184958,15.03775,323578
star_hub,2048,4,2,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.071,0.1055,5.524917,5.701417,0.0985,14.060208,1.267375,15.426083,323578
star_hub,2048,4,3,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.076584,0.098875,5.671375,5.846834,0.12075,14.266625,1.181708,15.569083,323578
star_hub,2048,4,4,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.0925,0.145333,5.585334,5.823167,0.096584,14.422,1.273583,15.792167,323578
